schema	table	field	classification	subject	source	purpose	lawful_basis	readers	writers	protection	retention	deletion_hold_behavior	processor	location_transfer	owner
app	analytics_events	organization_id_hash	pseudonymous_product_analytics	business_or_transaction	application_or_authorized_provider	pilot_measurement_and_product_reliability	pending_legal_approval	aal2_compliance_operations	validated_application_command;authorized_worker	one_way_hmac_or_hash	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Data Platform Lead
app	analytics_events	source	pseudonymous_product_analytics	business_or_transaction	application_or_authorized_provider	pilot_measurement_and_product_reliability	pending_legal_approval	aal2_compliance_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Data Platform Lead
app	analytics_events	recorded_at	pseudonymous_product_analytics	business_or_transaction	application_or_authorized_provider	pilot_measurement_and_product_reliability	pending_legal_approval	aal2_compliance_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Data Platform Lead
app	audit_events	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	occurred_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	actor_user_id	restricted_identity	account_user	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	organization_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	action	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	resource_type	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	resource_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	outcome	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	severity	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	request_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	audit_events	metadata	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	authorized_user;case_bound_compliance	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	owner_type	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	owner_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	provider	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	provider_reference	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	bank_code	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	masked_account	restricted_financial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	account_name_result	restricted_financial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	account_type	restricted_financial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	ownership_state	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	active	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	bank_account_references	created_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	revision	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	base_revision	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	values	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	proposed_by	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	reason	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	effective_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	created_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	state	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	decided_by	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_changes	decided_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_defaults	singleton	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_defaults	values	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_defaults	created_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_events	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_events	change_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_events	actor_id	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_events	action	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_events	reason	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_policy_events	occurred_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	aal2_policy_manager_or_approver;authorized_worker_read_only	validated_application_command	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	retain_under_financial_or_legal_hold;restrict_or_pseudonymize	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	business_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	person_id	restricted_identity	account_user	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	role_title	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	authority_type	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	authority_verification_status	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	starts_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	ends_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	evidence_reference	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	business_representatives	created_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	organization_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	owner_user_id	restricted_identity	account_user	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	legal_name	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	trading_name	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	business_type	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	registration_info	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	business_address	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	industry	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	status	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	businesses	created_at	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	buyer_invitations	id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	buyer_invitations	organization_id	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	buyer_invitations	target_type	confidential_commercial	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	buyer_invitations	target_hash	restricted_authentication	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	one_way_hmac_or_hash	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	buyer_invitations	token_hash	restricted_authentication	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	one_way_hmac_or_hash	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	buyer_invitations	proposed_legal_name	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
app	buyer_invitations	proposed_trading_name	restricted_identity	business_or_transaction	application_or_authorized_provider	operate_trade_credit_service	pending_legal_approval	tenant_scoped_application;authorized_operations	validated_application_command;authorized_worker	database_encryption;rls;access_audit	environment_retention_register_pending_legal_approval	delete_or_pseudonymize_after_approved_request_and_retention_expiry	kredit	configured_region;transfer_assessment_required_for_external_processor	Domain Engineering Lead
